Q6GZW0	D	RecName: Full=Uncharacterized protein 015R;
Q6GZW0	T	654924
Q6GZV8	D	RecName: Full=Uncharacterized protein 017L;
Q6GZV8	T	654924
Q6GZV7	D	RecName: Full=Uncharacterized protein 018L;  Flags: Precursor;
Q6GZV7	T	654924
Q6GZV6	D	RecName: Full=Putative serine/threonine-protein kinase 019R;  EC=2.7.11.1;
Q6GZV6	T	654924
Q6GZV6	G	GO:0005524
Q6GZV6	G	GO:0004674
Q6GZV5	D	RecName: Full=Uncharacterized protein 020R;
Q6GZV5	T	654924
Q6GZV5	G	GO:0033644
Q6GZV5	G	GO:0016021
Q6GZV4	D	RecName: Full=Uncharacterized protein 021L;
Q6GZV4	T	654924
Q197D8	D	RecName: Full=Transmembrane protein 022L;
Q197D8	T	345201
Q197D8	G	GO:0033644
Q197D8	G	GO:0016021
Q6GZV2	D	RecName: Full=Uncharacterized protein 023R;
Q6GZV2	T	654924
Q197D7	D	RecName: Full=Uncharacterized protein 023R;
Q197D7	T	345201
Q6GZV1	D	RecName: Full=Uncharacterized protein 024R;  Flags: Precursor;
Q6GZV1	T	654924
Q197D5	D	RecName: Full=Uncharacterized protein 025R;  Flags: Precursor;
Q197D5	T	345201
Q91G70	D	RecName: Full=Uncharacterized protein 026R;
Q91G70	T	176652
Q6GZU9	D	RecName: Full=Uncharacterized protein 027R;
Q6GZU9	T	654924
Q6GZU9	G	GO:0016301
Q6GZU8	D	RecName: Full=Uncharacterized protein 028R;
Q6GZU8	T	654924
Q6GZU8	G	GO:0003677
Q6GZU8	G	GO:0003899
Q197D2	D	RecName: Full=Uncharacterized protein 028R;
Q197D2	T	345201
Q6GZU7	D	RecName: Full=Uncharacterized protein 029L;
Q6GZU7	T	654924
Q91G67	D	RecName: Full=Uncharacterized protein 029R;
Q91G67	T	176652
Q197D0	D	RecName: Full=uncharacterized protein 030L;
Q197D0	T	345201
Q6GZU6	D	RecName: Full=Uncharacterized protein 030R;
Q6GZU6	T	654924
Q6GZU5	D	RecName: Full=Uncharacterized protein 031R;
Q6GZU5	T	654924
Q6GZU4	D	RecName: Full=Uncharacterized protein 032R;
Q6GZU4	T	654924
Q6GZU4	G	GO:0006353
Q197C8	D	RecName: Full=Uncharacterized protein 032R;
Q197C8	T	345201
Q91G65	D	RecName: Full=Uncharacterized protein 032R;
Q91G65	T	176652
Q6GZU3	D	RecName: Full=Transmembrane protein 033R;
Q6GZU3	T	654924
Q6GZU2	D	RecName: Full=Uncharacterized protein 034R;
Q6GZU2	T	654924
Q6GZU2	G	GO:0033644
Q6GZU2	G	GO:0016021
Q91G63	D	RecName: Full=Uncharacterized protein 034R;
Q91G63	T	176652
Q91G63	G	GO:0016021
Q6GZU1	D	RecName: Full=Uncharacterized protein 035L;
Q6GZU1	T	654924
Q6GZU0	D	RecName: Full=Uncharacterized protein 036L;
Q6GZU0	T	654924
Q197C3	D	RecName: Full=Uncharacterized protein 037L;
Q197C3	T	345201
Q197C3	G	GO:0033644
Q197C3	G	GO:0016021
Q6GZT9	D	RecName: Full=uncharacterized protein 037R;
Q6GZT9	T	654924
Q6GZT9	G	GO:0016787
Q6GZT7	D	RecName: Full=Uncharacterized protein 039R;
Q6GZT7	T	654924
Q6GZT6	D	RecName: Full=Uncharacterized protein 040R;  Flags: Precursor;
Q6GZT6	T	654924
Q197C0	D	RecName: Full=Uncharacterized protein 040R;
Q197C0	T	345201
Q91G57	D	RecName: Full=Uncharacterized protein 041L;
Q91G57	T	176652
Q6GZT5	D	RecName: Full=Uncharacterized protein 041R;
Q6GZT5	T	654924
Q6GZT4	D	RecName: Full=Uncharacterized protein 042L;
Q6GZT4	T	654924
Q91G56	D	RecName: Full=Uncharacterized protein 042R;
Q91G56	T	176652
Q91G55	D	RecName: Full=Uncharacterized protein 043L;
Q91G55	T	176652
Q6GZT3	D	RecName: Full=Uncharacterized protein 043R;
Q6GZT3	T	654924
Q6GZT3	G	GO:0033644
Q6GZT3	G	GO:0016021
Q197B6	D	RecName: Full=Putative serine/threonine-protein kinase 040L;  EC=2.7.11.-;
Q197B6	T	345201
Q197B6	G	GO:0005524
Q197B6	G	GO:0004674
Q6GZN9	D	RecName: Full=Uncharacterized protein 044R;
Q6GZN9	T	654924
Q91G54	D	RecName: Full=Uncharacterized protein 044R;
Q91G54	T	176652
Q6GZT1	D	RecName: Full=Uncharacterized protein 045L;
Q6GZT1	T	654924
Q197B5	D	RecName: Full=Uncharacterized protein 045R;
Q197B5	T	345201
Q6GZT0	D	RecName: Full=Uncharacterized protein 046L;
Q6GZT0	T	654924
Q6GZS9	D	RecName: Full=Uncharacterized protein 047L;
Q6GZS9	T	654924
Q6GZS8	D	RecName: Full=Uncharacterized protein 048L;
Q6GZS8	T	654924
Q6GZS7	D	RecName: Full=Putative SAP domain-containing protein 049L;
Q6GZS7	T	654924
Q6GZS7	G	GO:0003676
Q91G50	D	RecName: Full=Transmembrane protein 049L;
Q91G50	T	176652
Q91G50	G	GO:0016021
Q91G50	G	GO:0006810
Q197B1	D	RecName: Full=Uncharacterized protein 049R;
Q197B1	T	345201
Q6GZS6	D	RecName: Full=Uncharacterized protein 050L;
Q6GZS6	T	654924
Q6GZS5	D	RecName: Full=Uncharacterized protein 051R;
Q6GZS5	T	654924
Q6GZS4	D	RecName: Full=Uncharacterized protein 052L;
Q6GZS4	T	654924
Q6GZS4	G	GO:0003854
Q6GZS4	G	GO:0000166
Q6GZS4	G	GO:0006694
Q197A7	D	RecName: Full=Uncharacterized protein 053L;
Q197A7	T	345201
Q6GZS3	D	RecName: Full=Putative myristoylated protein 053R;
Q6GZS3	T	654924
Q6GZS3	G	GO:0033644
Q6GZS3	G	GO:0016021
Q6GZS2	D	RecName: Full=Uncharacterized protein 054L;
Q6GZS2	T	654924
Q197A6	D	RecName: Full=Uncharacterized protein 054L;
Q197A6	T	345201
Q6GZS1	D	RecName: Full=Putative helicase 055L;  EC=3.6.4.-;
Q6GZS1	T	654924
Q6GZS1	G	GO:0005524
Q6GZS1	G	GO:0003677
Q6GZS1	G	GO:0004386
Q67475	D	RecName: Full=Uncharacterized protein 055R;
Q67475	T	654924
Q6GZR9	D	RecName: Full=Uncharacterized protein 056R;
Q6GZR9	T	654924
O55703	D	RecName: Full=Uncharacterized protein 056R;
O55703	T	176652
O55703	G	GO:0016021
Q197A3	D	RecName: Full=Uncharacterized protein 057L;
Q197A3	T	345201
Q6GZR8	D	RecName: Full=Putative phosphotransferase 057R;
Q6GZR8	T	654924
Q6GZR8	G	GO:0016740
Q6GZR7	D	RecName: Full=Uncharacterized protein 058R;
Q6GZR7	T	654924
Q6GZR6	D	RecName: Full=Uncharacterized protein 059L;
Q6GZR6	T	654924
O55704	D	RecName: Full=Uncharacterized protein 060L;
O55704	T	176652
O55704	G	GO:0016021
Q6GZR4	D	RecName: Full=Uncharacterized protein 061L;
Q6GZR4	T	654924
O55705	D	RecName: Full=Uncharacterized protein 061R;
O55705	T	176652
O55705	G	GO:0016021
Q196Z8	D	RecName: Full=Uncharacterized protein 062L;
Q196Z8	T	345201
O55706	D	RecName: Full=Uncharacterized protein 062L;  Flags: Precursor;
O55706	T	176652
Q196Z6	D	RecName: Full=Uncharacterized protein 064L;
Q196Z6	T	345201
Q6GZR1	D	RecName: Full=Caspase recruitment domain-containing protein 064R;
Q6GZR1	T	654924
Q6GZR1	G	GO:0005622
Q6GZR1	G	GO:0042981
Q6GZR0	D	RecName: Full=Putative collagen-like domain-containing protein 065L;
Q6GZR0	T	654924
Q91G40	D	RecName: Full=Uncharacterized protein 065R;
Q91G40	T	176652
Q91G40	G	GO:0016021
Q6GZQ9	D	RecName: Full=Uncharacterized protein 066L;
Q6GZQ9	T	654924
Q6GZQ7	D	RecName: Full=Putative uncharacterized protein 068R;
Q6GZQ7	T	654924
O55709	D	RecName: Full=Putative Bro-N domain-containing protein 069L;
O55709	T	176652
Q6GZQ6	D	RecName: Full=Transmembrane protein 069R;
Q6GZQ6	T	654924
Q6GZQ6	G	GO:0033644
Q6GZQ6	G	GO:0016021
Q6GZQ5	D	RecName: Full=Uncharacterized protein 070R;
Q6GZQ5	T	654924
O55710	D	RecName: Full=Uncharacterized protein 071L;
O55710	T	176652
Q6GZQ4	D	RecName: Full=Uncharacterized protein 071R;
Q6GZQ4	T	654924
Q6GZQ3	D	RecName: Full=Uncharacterized protein 072L;
Q6GZQ3	T	654924
Q196Y8	D	RecName: Full=Uncharacterized protein 072L;
Q196Y8	T	345201
Q6GZQ2	D	RecName: Full=Uncharacterized protein 073L;
Q6GZQ2	T	654924
Q6GZQ2	G	GO:0005622
Q6GZQ2	G	GO:0008270
Q196Y7	D	RecName: Full=Uncharacterized protein 073R;
Q196Y7	T	345201
Q196Y7	G	GO:0016021
Q6GZQ1	D	RecName: Full=Uncharacterized protein 074L;
Q6GZQ1	T	654924
Q6GZQ0	D	RecName: Full=Uncharacterized protein 075L;
Q6GZQ0	T	654924
Q6GZQ0	G	GO:0033644
Q6GZQ0	G	GO:0016021
Q196Y5	D	RecName: Full=Uncharacterized protein 075R;
Q196Y5	T	345201
Q6GZP9	D	RecName: Full=Uncharacterized protein 076R;
Q6GZP9	T	654924
Q6GZP8	D	RecName: Full=LCDV1 orf2-like protein;
Q6GZP8	T	654924
Q196Y3	D	RecName: Full=Uncharacterized protein 077R;
Q196Y3	T	345201
Q6GZP7	D	RecName: Full=Uncharacterized protein 078L;
Q6GZP7	T	654924
Q6GZP6	D	RecName: Full=Uncharacterized protein 079R;
Q6GZP6	T	654924
Q6GZP6	G	GO:0003677
Q196Y0	D	RecName: Full=Putative hydrolase 080R;  EC=3.6.1.-;
Q196Y0	T	345201
Q196Y0	G	GO:0016787
Q196Y0	G	GO:0046872
Q196X9	D	RecName: Full=Putative FAS1 domain-containing protein 081L;
Q196X9	T	345201
Q6GZP4	D	RecName: Full=Putative transcription elongation factor S-II-like protein 81R;
Q6GZP4	T	654924
Q6GZP4	G	GO:0003746
Q6GZP4	G	GO:0008270
Q6GZP4	G	GO:0006351
Q196X8	D	RecName: Full=Uncharacterized protein 082L;
Q196X8	T	345201
O55713	D	RecName: Full=Uncharacterized protein 082L;
O55713	T	176652
O55714	D	RecName: Full=Uncharacterized protein 083L;
O55714	T	176652
O55714	G	GO:0016021
O55715	D	RecName: Full=Uncharacterized protein 084L;
O55715	T	176652
O55715	G	GO:0016021
Q6GZP1	D	RecName: Full=Uncharacterized protein 084R;
Q6GZP1	T	654924
Q6GZT2	D	RecName: Full=Uncharacterized protein 086L;
Q6GZT2	T	654924
Q6GZN8	D	RecName: Full=Uncharacterized protein 087L;
Q6GZN8	T	654924
Q6GZN7	D	RecName: Full=Putative FAD-linked sulfhydryl oxidase 088R;  EC=1.8.3.2;
Q6GZN7	T	654924
Q6GZN7	G	GO:0016972
Q196X1	D	RecName: Full=Uncharacterized protein 089L;
Q196X1	T	345201
Q6GZN6	D	RecName: Full=Uncharacterized protein 89R;
Q6GZN6	T	654924
Q6GZN3	D	RecName: Full=Uncharacterized protein 092R;
Q6GZN3	T	654924
Q196W8	D	RecName: Full=Uncharacterized protein 092R;
Q196W8	T	345201
Q6GZN2	D	RecName: Full=Uncharacterized protein 093L;
Q6GZN2	T	654924
Q6GZN1	D	RecName: Full=Uncharacterized protein 094L;
Q6GZN1	T	654924
O55717	D	RecName: Full=Uncharacterized protein 094L;
O55717	T	176652
Q196W5	D	RecName: Full=Probable matrix metalloproteinase 095L;  EC=3.4.24.-;  Flags: Precursor;
Q196W5	T	345201
Q196W5	G	GO:0031012
Q196W5	G	GO:0005576
Q196W5	G	GO:0004222
Q196W5	G	GO:0008270
Q196W5	G	GO:0006508
O55718	D	RecName: Full=Putative RING finger protein 095L;
O55718	T	176652
O55718	G	GO:0008270
Q6GZN0	D	RecName: Full=Putative RAD2-like endonuclease 095R;  EC=3.1.-.-;
Q6GZN0	T	654924
Q6GZN0	G	GO:0042025
Q6GZN0	G	GO:0003677
Q6GZN0	G	GO:0004519
Q6GZN0	G	GO:0046872
Q6GZN0	G	GO:0006281
Q6GZN0	G	GO:0090305
O55719	D	RecName: Full=Putative FAS1 domain-containing protein 096L;
O55719	T	176652
Q6GZM9	D	RecName: Full=Uncharacterized protein 096R;
Q6GZM9	T	654924
Q6GZM8	D	RecName: Full=Uncharacterized protein 097R;
Q6GZM8	T	654924
Q6GZM8	G	GO:0042981
Q6GZM7	D	RecName: Full=Uncharacterized protein 098R;
Q6GZM7	T	654924
P0C9F0	D	RecName: Full=Protein MGF 100-1R;
P0C9F0	T	561445
P0C9F1	D	RecName: Full=Protein MGF 100-1R;
P0C9F1	T	10500
P0C9F2	D	RecName: Full=Protein MGF 100-1R;
P0C9F2	T	561443
P0C9E9	D	RecName: Full=Protein MGF 100-1R;
P0C9E9	T	561444
Q65209	D	RecName: Full=Protein MGF 100-2L;
Q65209	T	10498
P0C9F4	D	RecName: Full=Protein MGF 100-2L;
P0C9F4	T	561445
P0C9F5	D	RecName: Full=Protein MGF 100-2L;
P0C9F5	T	10500
P0C9F6	D	RecName: Full=Protein MGF 100-2L;
P0C9F6	T	561443
P0C9F3	D	RecName: Full=Protein MGF 100-2L;
P0C9F3	T	561444
Q65210	D	RecName: Full=Protein MGF 100-3L;
Q65210	T	10498
P0C9F8	D	RecName: Full=Protein MGF 100-3L;
P0C9F8	T	561445
P0C9F9	D	RecName: Full=Protein MGF 100-3L;
P0C9F9	T	10500
P0C9G0	D	RecName: Full=Protein MGF 100-3L;
P0C9G0	T	561443
P0C9F7	D	RecName: Full=Protein MGF 100-3L;
P0C9F7	T	561444
O55722	D	RecName: Full=Uncharacterized protein 101L;
O55722	T	176652
Q196V8	D	RecName: Full=Uncharacterized protein 102R;
Q196V8	T	345201
Q196V7	D	RecName: Full=Uncharacterized protein 103L;
Q196V7	T	345201
Q4U9M9	D	RecName: Full=104 kDa microneme/rhoptry antigen;  AltName: Full=p104;  Flags: Precursor;
Q4U9M9	T	5874
Q4U9M9	G	GO:0031225
Q4U9M9	G	GO:0005886
P15711	D	RecName: Full=104 kDa microneme/rhoptry antigen;  AltName: Full=p104;  Flags: Precursor;
P15711	T	5875
P15711	G	GO:0031225
P15711	G	GO:0005886
P15711	K	tpv:TP04_0437-
O55723	D	RecName: Full=Uncharacterized protein 104L;
O55723	T	176652
O55724	D	RecName: Full=Uncharacterized protein 106L;
O55724	T	176652
O55725	D	RecName: Full=Uncharacterized protein 107L;
O55725	T	176652
O55725	G	GO:0003677
O55725	G	GO:0003899
Q196V2	D	RecName: Full=Uncharacterized protein 108L;
Q196V2	T	345201
Q43495	D	RecName: Full=Protein 108;  Flags: Precursor;
Q43495	T	4081
Q43495	G	GO:0005576
Q6V4H0	D	RecName: Full=8-hydroxygeraniol dehydrogenase;  Short=Cr10HGO;  EC=1.1.1.324;
Q6V4H0	T	4058
Q6V4H0	G	GO:0000166
Q6V4H0	G	GO:0016491
Q6V4H0	G	GO:0008270
P0C9J4	D	RecName: Full=Protein MGF 110-11L;
P0C9J4	T	561445
P0C9J4	G	GO:0033644
P0C9J4	G	GO:0016021
P0C9J5	D	RecName: Full=Protein MGF 360-3L;
P0C9J5	T	10500
P0C9J5	G	GO:0033644
P0C9J5	G	GO:0016021
P0C9J6	D	RecName: Full=Protein MGF 360-1L;
P0C9J6	T	561443
P0C9J6	G	GO:0033644
P0C9J6	G	GO:0016021
P0C9J2	D	RecName: Full=Protein MGF 110-11L;
P0C9J2	T	561444
P0C9J2	G	GO:0033644
P0C9J2	G	GO:0016021
P0C9J8	D	RecName: Full=Protein MGF 110-12L;
P0C9J8	T	561445
P0C9J8	G	GO:0033644
P0C9J8	G	GO:0016021
P0C9J9	D	RecName: Full=Protein MGF 110-12L;
P0C9J9	T	10500
P0C9J9	G	GO:0033644
P0C9J9	G	GO:0016021
P0C9K1	D	RecName: Full=Protein MGF 110-13L;
P0C9K1	T	10500
P0C9K1	G	GO:0033644
P0C9K1	G	GO:0016021
P0C9K0	D	RecName: Full=Protein MGF 110-13L;
P0C9K0	T	561444
P0C9K0	G	GO:0033644
P0C9K0	G	GO:0016021
P0C9K2	D	RecName: Full=Protein MGF 110-14L;  Flags: Precursor;
P0C9K2	T	561445
P0C9K3	D	RecName: Full=Protein MGF 110-14L;  Flags: Precursor;
P0C9K3	T	10500
P0C9J7	D	RecName: Full=Protein MGF 360-1L;
P0C9J7	T	561443
P0C9J7	G	GO:0033644
P0C9J7	G	GO:0016021
P0C9J3	D	RecName: Full=Protein MGF 110-11L;
P0C9J3	T	561444
P0C9J3	G	GO:0033644
P0C9J3	G	GO:0016021
P18560	D	RecName: Full=Protein MGF 110-1L;
P18560	T	10498
P18560	G	GO:0016021
P0C9G2	D	RecName: Full=Protein MGF 110-1L;
P0C9G2	T	561445
P0C9G2	G	GO:0033644
P0C9G2	G	GO:0016021
P0C9G3	D	RecName: Full=Protein MGF 110-1L;
P0C9G3	T	10500
P0C9G3	G	GO:0033644
P0C9G3	G	GO:0016021
P0C9G4	D	RecName: Full=Protein MGF 110-1L;
P0C9G4	T	561443
P0C9G4	G	GO:0033644
P0C9G4	G	GO:0016021
P0C9G1	D	RecName: Full=Protein MGF 110-1L;
P0C9G1	T	561444
P0C9G1	G	GO:0033644
P0C9G1	G	GO:0016021
P18559	D	RecName: Full=Protein MGF 110-2L;  Flags: Precursor;
P18559	T	10498
P0C9G6	D	RecName: Full=Protein MGF 110-2L;  Flags: Precursor;
P0C9G6	T	561445
P0C9G7	D	RecName: Full=Protein MGF 110-2L;  Flags: Precursor;
P0C9G7	T	10500
P0C9G8	D	RecName: Full=Protein MGF 110-2L;  Flags: Precursor;
P0C9G8	T	561443
P0C9G5	D	RecName: Full=Protein MGF 110-2L;  Flags: Precursor;
P0C9G5	T	561444
P0C9G9	D	RecName: Full=Protein MGF 110-3L;
P0C9G9	T	561445
P0C9G9	G	GO:0033644
P0C9G9	G	GO:0016021
P18558	D	RecName: Full=Protein MGF 110-4L;  Flags: Precursor;
P18558	T	10498
P0C9H1	D	RecName: Full=Protein MGF 110-4L;  Flags: Precursor;
P0C9H1	T	561445
P0C9H2	D	RecName: Full=Protein MGF 110-4L;  Flags: Precursor;
P0C9H2	T	10500
P0C9H3	D	RecName: Full=Protein MGF 110-4L;  Flags: Precursor;
P0C9H3	T	561443
P0C9H0	D	RecName: Full=Protein MGF 110-4L;  Flags: Precursor;
P0C9H0	T	561444
P18557	D	RecName: Full=Protein MGF 110-5L;  Flags: Precursor;
P18557	T	10498
P0C9H5	D	RecName: Full=Protein MGF 110-5L;  Flags: Precursor;
P0C9H5	T	10500
P0C9H6	D	RecName: Full=Protein MGF 110-5L;  Flags: Precursor;
P0C9H6	T	561443
P0C9H4	D	RecName: Full=Protein MGF 110-5L;  Flags: Precursor;
P0C9H4	T	561444
P68744	D	RecName: Full=Protein MGF 110-6L;  Flags: Precursor;
P68744	T	10498
P0C9H8	D	RecName: Full=Protein MGF 110-6L;  Flags: Precursor;
P0C9H8	T	561445
P0C9H9	D	RecName: Full=Protein MGF 110-6L;  Flags: Precursor;
P0C9H9	T	10500
P0C9I0	D	RecName: Full=Protein MGF 110-6L;  Flags: Precursor;
P0C9I0	T	561443
P0C9H7	D	RecName: Full=Protein MGF 110-6L;  Flags: Precursor;
P0C9H7	T	561444
P0C9I2	D	RecName: Full=Protein MGF 110-7L;  Flags: Precursor;
P0C9I2	T	561445
P0C9I3	D	RecName: Full=Protein MGF 110-7L;  Flags: Precursor;
P0C9I3	T	10500
P0C9I4	D	RecName: Full=Protein MGF 110-7L;  Flags: Precursor;
P0C9I4	T	561443
P0C9I1	D	RecName: Full=Protein MGF 110-7L;  Flags: Precursor;
P0C9I1	T	561444
P0C9I6	D	RecName: Full=Protein MGF 110-8L;  Flags: Precursor;
P0C9I6	T	561445
P0C9I7	D	RecName: Full=Protein MGF 110-8L;  Flags: Precursor;
P0C9I7	T	10500
P0C9I8	D	RecName: Full=Protein MGF 110-8L;  Flags: Precursor;
P0C9I8	T	561443
P0C9I5	D	RecName: Full=Protein MGF 110-8L;  Flags: Precursor;
P0C9I5	T	561444
P0C9J0	D	RecName: Full=Protein MGF 110-9L;
P0C9J0	T	561445
P0C9J0	G	GO:0033644
P0C9J0	G	GO:0016021
P0C9J1	D	RecName: Full=Protein MGF 110-9L;
P0C9J1	T	561443
P0C9J1	G	GO:0033644
P0C9J1	G	GO:0016021
P0C9I9	D	RecName: Full=Protein MGF 110-9L;
P0C9I9	T	561444
P0C9I9	G	GO:0033644
P0C9I9	G	GO:0016021
P13813	D	RecName: Full=110 kDa antigen;  AltName: Full=PK110;  Flags: Fragment;
P13813	T	5850
Q196V0	D	RecName: Full=Uncharacterized protein 110R;
Q196V0	T	345201
O55726	D	RecName: Full=Uncharacterized protein 110R;  Flags: Precursor;
O55726	T	176652
O55727	D	RecName: Full=Uncharacterized protein 111R;  Flags: Precursor;
O55727	T	176652
O55728	D	RecName: Full=Uncharacterized protein 113L;
O55728	T	176652
O55728	G	GO:0016021
Q196U6	D	RecName: Full=Uncharacterized protein 114L;  Flags: Precursor;
Q196U6	T	345201
Q196U6	G	GO:0008152
O55731	D	RecName: Full=Uncharacterized protein 116L;
O55731	T	176652
Q196U4	D	RecName: Full=Uncharacterized protein 116R;
Q196U4	T	345201
Q196U3	D	RecName: Full=Uncharacterized protein 117L;
Q196U3	T	345201
Q196U2	D	RecName: Full=Uncharacterized protein 118R;
Q196U2	T	345201
Q196U1	D	RecName: Full=Uncharacterized protein 119R;  Flags: Precursor;
Q196U1	T	345201
Q9XHP0	D	RecName: Full=11S globulin seed storage protein 2;  AltName: Full=11S globulin seed storage protein II;  AltName: Full=Alpha-globulin;  Contains:  RecName: Full=11S globulin seed storage protein 2 acidic chain;  AltName: Full=11S globulin seed storage protein II acidic chain;  Contains:  RecName: Full=11S globulin seed storage protein 2 basic chain;  AltName: Full=11S globulin seed storage protein II basic chain;  Flags: Precursor;
Q9XHP0	T	4182
Q9XHP0	G	GO:0042735
Q9XHP0	G	GO:0045735
Q9XHP0	G	GO:0051259
P19084	D	RecName: Full=11S globulin seed storage protein G3;  AltName: Full=Helianthinin-G3;  Contains:  RecName: Full=11S globulin seed storage protein G3 acidic chain;  Contains:  RecName: Full=11S globulin seed storage protein G3 basic chain;  Flags: Precursor;
P19084	T	4232
P19084	G	GO:0045735
P13744	D	RecName: Full=11S globulin subunit beta;  Contains:  RecName: Full=11S globulin gamma chain;  AltName: Full=11S globulin acidic chain;  Contains:  RecName: Full=11S globulin delta chain;  AltName: Full=11S globulin basic chain;  Flags: Precursor;
P13744	T	3661
P13744	G	GO:0046872
P13744	G	GO:0045735
O55734	D	RecName: Full=Uncharacterized protein 120L;  Flags: Precursor;
O55734	T	176652
O55735	D	RecName: Full=Putative RING finger protein 121R;
O55735	T	176652
O55735	G	GO:0008270
Q196T8	D	RecName: Full=Uncharacterized protein 122R;  Flags: Precursor;
Q196T8	T	345201
O55736	D	RecName: Full=Uncharacterized protein 122R;
O55736	T	176652
Q196T7	D	RecName: Full=Uncharacterized protein 123L;
Q196T7	T	345201
O55737	D	RecName: Full=Putative tyrosine phosphatase 123R;  EC=3.1.3.-;
O55737	T	176652
O55737	G	GO:0004725
O55737	G	GO:0008138
O55737	G	GO:0035335
Q196T6	D	RecName: Full=Uncharacterized protein 124R;
Q196T6	T	345201
Q196T6	G	GO:0016021
Q196T5	D	RecName: Full=Uncharacterized protein 125R;
Q196T5	T	345201
Q196T4	D	RecName: Full=Uncharacterized protein 126R;
Q196T4	T	345201
Q196T4	G	GO:0016021
O55738	D	RecName: Full=Uncharacterized protein 126R;
O55738	T	176652
O55738	G	GO:0016772
O55739	D	RecName: Full=Uncharacterized protein 127L;
O55739	T	176652
O55739	G	GO:0005622
O55739	G	GO:0003824
O55739	G	GO:0016070
P32234	D	RecName: Full=GTP-binding protein 128up;
P32234	T	7227
P32234	G	GO:0005525
P32234	K	dme:Dmel_CG8340-
P21215	D	RecName: Full=12-alpha-hydroxysteroid dehydrogenase;  EC=1.1.1.176;  Flags: Fragment;
P21215	T	1507
P21215	G	GO:0047013
P21215	G	GO:0000166
P21215	G	GO:0030573
Q05349	D	RecName: Full=Auxin-repressed 12.5 kDa protein;
Q05349	T	3747
Q05349	G	GO:0009734
P80438	D	RecName: Full=12 kDa protein;  Flags: Fragment;
P80438	T	1772
Q8GBW6	D	RecName: Full=Methylmalonyl-CoA carboxyltransferase 12S subunit;  EC=2.1.3.1;  AltName: Full=Transcarboxylase 12S subunit;
Q8GBW6	T	1752
Q8GBW6	G	GO:0009317
Q8GBW6	G	GO:0003989
Q8GBW6	G	GO:0047154
Q8GBW6	G	GO:0006633
O55740	D	RecName: Full=Uncharacterized protein 130R;  Flags: Precursor;
O55740	T	176652
O55741	D	RecName: Full=Putative zinc finger protein 132L;
O55741	T	176652
O55741	G	GO:0003676
O55741	G	GO:0008270
Q91G04	D	RecName: Full=Uncharacterized protein 135R;
Q91G04	T	176652
Q91G04	G	GO:0016021
O55743	D	RecName: Full=Uncharacterized protein 137R;  Flags: Precursor;
O55743	T	176652
O55744	D	RecName: Full=Uncharacterized protein 138R;
O55744	T	176652
O55744	G	GO:0016021
O55745	D	RecName: Full=Uncharacterized protein 139L;  Flags: Precursor;
O55745	T	176652
